0.77652	0.77855	0.76934	0.78724	0.77495	0.77792	0.77067	0.78061
0.75939	0.76905	0.75759	0.77782	0.76109	0.75451	0.76222	0.76069
0.73428	0.73843	0.73973	0.73465	0.73703	0.73903	0.73632	0.74033
0.70270	0.71711	0.71387	0.71457	0.71837	0.70775	0.71161	0.71506
0.69415	0.69043	0.69433	0.70346	0.70439	0.69902	0.69541	0.69348
0.68108	0.67856	0.69065	0.68734	0.68987	0.69489	0.68321	0.68642
0.67455	0.67124	0.68177	0.70661	0.68838	0.67612	0.68104	0.67950
0.66986	0.67193	0.67580	0.68538	0.68381	0.69772	0.67587	0.68090
0.67787	0.68411	0.68624	0.70447	0.69942	0.70255	0.68926	0.68875
0.68361	0.69084	0.69517	0.69476	0.69520	0.68851	0.69306	0.69443
0.70023	0.69327	0.70667	0.72252	0.71026	0.71387	0.70284	0.70064
0.71243	0.70813	0.71062	0.72283	0.70909	0.71739	0.71085	0.70967
0.71626	0.72124	0.72328	0.74237	0.72345	0.73554	0.72543	0.72133
0.73209	0.73359	0.73898	0.76014	0.73636	0.71924	0.73454	0.73717
0.74575	0.74348	0.74051	0.74684	0.74657	0.76748	0.74774	0.74757
0.75948	0.76464	0.75656	0.77425	0.76958	0.77644	0.76124	0.76791
0.78131	0.78267	0.76872	0.78779	0.77423	0.77151	0.77622	0.77767
0.79130	0.78879	0.78419	0.80602	0.79809	0.79781	0.78878	0.79268
0.80056	0.80549	0.79557	0.80758	0.80411	0.79752	0.80188	0.80542
0.81546	0.80971	0.80585	0.83261	0.81110	0.81058	0.81132	0.81930
0.83006	0.83202	0.81756	0.83707	0.82916	0.83019	0.82464	0.83090
0.84281	0.83619	0.83473	0.84992	0.83983	0.84786	0.83724	0.83838
0.84915	0.83898	0.84835	0.85701	0.85232	0.85319	0.84627	0.84994
0.85377	0.85221	0.84905	0.86101	0.85938	0.84573	0.85409	0.85194
0.85447	0.85742	0.85055	0.86092	0.86052	0.84932	0.85605	0.85269
0.86142	0.86260	0.85826	0.85987	0.86811	0.85907	0.86527	0.85931
0.86499	0.86452	0.86715	0.87827	0.87171	0.86792	0.86716	0.86326
0.86970	0.86287	0.86201	0.85444	0.87184	0.87288	0.86949	0.87134
0.86934	0.87140	0.86265	0.85765	0.88179	0.86764	0.87524	0.86862
0.87284	0.87644	0.87524	0.86938	0.88386	0.86325	0.87555	0.86702
0.87489	0.88295	0.86889	0.86558	0.88366	0.86958	0.87917	0.87386
0.87778	0.88735	0.87233	0.86872	0.88853	0.87086	0.88373	0.88402
0.88398	0.88006	0.87674	0.87257	0.88983	0.87407	0.88047	0.88458
0.88395	0.89238	0.88605	0.86575	0.89154	0.87444	0.88691	0.88132
0.88877	0.88774	0.88516	0.87731	0.89674	0.88081	0.89415	0.89145
0.89647	0.90100	0.89408	0.88676	0.89691	0.89725	0.89046	0.88875
0.89627	0.88744	0.88461	0.87279	0.89810	0.88658	0.89296	0.88788
0.89618	0.89986	0.89725	0.88480	0.90518	0.88448	0.89861	0.89247
0.89808	0.89590	0.89887	0.89876	0.90450	0.88915	0.90153	0.89424
0.90178	0.90520	0.90361	0.89952	0.89949	0.89736	0.90361	0.89824
0.90639	0.89767	0.89331	0.88548	0.90770	0.90189	0.90604	0.89116
0.90462	0.90710	0.89216	0.88795	0.90933	0.89295	0.90188	0.90025
0.90807	0.90862	0.90979	0.89323	0.91545	0.89222	0.90871	0.90726
0.91289	0.91787	0.90579	0.89291	0.91533	0.89923	0.91158	0.90800
0.91653	0.91576	0.90301	0.88156	0.92214	0.91637	0.91390	0.90752
0.91937	0.91179	0.91069	0.90161	0.92153	0.91855	0.91464	0.91382
0.92122	0.91884	0.90888	0.89353	0.92071	0.91834	0.91807	0.90839
0.91929	0.92318	0.90632	0.89985	0.93137	0.91875	0.92462	0.92488
0.92129	0.92374	0.91027	0.90287	0.92676	0.91063	0.92300	0.92000
0.92381	0.91945	0.91684	0.90447	0.93249	0.93378	0.92324	0.92066
0.92312	0.92051	0.91064	0.91228	0.93655	0.91993	0.92561	0.91873
0.92599	0.92738	0.91477	0.90128	0.93622	0.91929	0.92470	0.92431
0.92404	0.91964	0.90820	0.90218	0.93339	0.92293	0.92595	0.91906
0.92411	0.92695	0.91170	0.90070	0.93267	0.91583	0.92635	0.91862
0.92744	0.92112	0.92078	0.89340	0.93964	0.92490	0.92620	0.92295
0.92976	0.93152	0.91099	0.89522	0.93912	0.92423	0.92517	0.91857
0.92794	0.93068	0.92118	0.90392	0.93668	0.91995	0.93037	0.92263
0.92848	0.93091	0.92142	0.90119	0.93145	0.91777	0.93099	0.91806
0.93109	0.93618	0.92270	0.91348	0.94054	0.92461	0.92737	0.92482
0.92925	0.92046	0.92406	0.90974	0.93696	0.92613	0.93048	0.92962
0.93177	0.93509	0.92248	0.89367	0.93911	0.93304	0.93304	0.92387
0.93105	0.92885	0.92771	0.91359	0.93797	0.92144	0.93558	0.92871
0.93601	0.92951	0.92955	0.91625	0.94147	0.93864	0.93684	0.92898
0.93575	0.94122	0.93355	0.90221	0.94165	0.93274	0.93862	0.93729
0.93465	0.93118	0.93477	0.91957	0.94546	0.93943	0.93850	0.93784
0.93869	0.94241	0.93211	0.90646	0.94147	0.93514	0.93677	0.93740
0.94093	0.94072	0.92838	0.91509	0.94098	0.93409	0.94153	0.93469
0.93943	0.94064	0.92975	0.92936	0.94327	0.92896	0.93989	0.93433
0.93823	0.95465	0.93102	0.92003	0.94617	0.94101	0.93898	0.94014
0.94218	0.94927	0.93521	0.92404	0.94496	0.93729	0.94227	0.94280
0.93817	0.94873	0.93157	0.91784	0.94461	0.93373	0.94000	0.93994
0.94156	0.94277	0.92965	0.91602	0.94212	0.94566	0.94061	0.94183
0.94020	0.95172	0.93110	0.92098	0.93696	0.93238	0.93892	0.93741
0.93690	0.94131	0.93460	0.91973	0.94001	0.93508	0.93871	0.93840
0.93997	0.94065	0.93315	0.91687	0.94094	0.94239	0.93889	0.93753
0.94091	0.93648	0.93447	0.91143	0.94132	0.93799	0.93672	0.93185
0.93655	0.94098	0.93358	0.91836	0.93527	0.93092	0.93672	0.92888
0.93729	0.93776	0.92889	0.90201	0.92807	0.93597	0.93715	0.93703
0.93479	0.94429	0.92878	0.92058	0.93723	0.94858	0.93399	0.92575
0.93565	0.94373	0.93298	0.91657	0.93414	0.93372	0.93027	0.93306
0.93631	0.93732	0.92560	0.91901	0.93403	0.94289	0.93497	0.92903
0.93314	0.94568	0.92964	0.90074	0.93427	0.93374	0.93324	0.92812
0.93640	0.93563	0.92835	0.90655	0.93582	0.93269	0.93316	0.92523
0.93669	0.93976	0.93447	0.90159	0.93208	0.93953	0.93530	0.92747
0.93775	0.93773	0.93604	0.91249	0.93308	0.93277	0.93494	0.93231
0.93885	0.93735	0.93299	0.92104	0.93534	0.92893	0.93728	0.92824
0.93908	0.94457	0.93404	0.90189	0.93748	0.92548	0.93622	0.93048
0.93835	0.94287	0.93158	0.88614	0.93668	0.92870	0.93549	0.93234
0.93811	0.93363	0.92380	0.90316	0.93437	0.93433	0.93425	0.92761
0.93848	0.93474	0.92993	0.90954	0.93481	0.92222	0.93532	0.92925
0.93959	0.93860	0.93100	0.90689	0.93491	0.93006	0.93714	0.92345
0.93065	0.93453	0.92309	0.91727	0.92876	0.93694	0.93420	0.93465
0.93406	0.92958	0.92810	0.89096	0.93189	0.93108	0.92915	0.92437
0.93816	0.93899	0.92575	0.91929	0.93051	0.93183	0.93062	0.92304
0.93334	0.93277	0.92537	0.91538	0.92784	0.93068	0.93139	0.92673
0.92909	0.93180	0.91115	0.89134	0.92508	0.93453	0.92789	0.91961
0.93202	0.93685	0.92190	0.88611	0.93139	0.93441	0.92707	0.92114
0.93301	0.92878	0.92150	0.91292	0.93021	0.92265	0.92936	0.91971
0.93112	0.92952	0.92406	0.91117	0.92693	0.92973	0.93123	0.92069
0.93923	0.93655	0.93029	0.91343	0.92824	0.93478	0.93134	0.92318
0.93348	0.93138	0.92689	0.89129	0.93286	0.93295	0.93314	0.92780
0.93813	0.93543	0.92745	0.90338	0.93562	0.94067	0.93385	0.93223
0.93618	0.93274	0.93083	0.89221	0.93694	0.92663	0.93533	0.93039
0.93870	0.93458	0.93295	0.89608	0.93236	0.93061	0.93611	0.92516
0.93877	0.94459	0.93420	0.90877	0.93250	0.93245	0.93566	0.92414
0.94125	0.94107	0.92936	0.89560	0.93743	0.93210	0.93741	0.93650
0.93965	0.93530	0.92746	0.92597	0.93245	0.93189	0.94044	0.93673
0.94321	0.94153	0.93251	0.91639	0.94261	0.94650	0.93984	0.93006
0.94701	0.95147	0.93637	0.91699	0.94062	0.93059	0.93934	0.93896
0.94656	0.94265	0.94186	0.90106	0.93689	0.93486	0.93926	0.93623
0.94729	0.94141	0.93697	0.90760	0.93732	0.94296	0.94149	0.93524
0.94571	0.94546	0.94464	0.92243	0.93384	0.93769	0.94339	0.93472
0.94709	0.94944	0.93574	0.91880	0.93772	0.93351	0.94297	0.93801
0.94836	0.93883	0.94671	0.91617	0.93842	0.94512	0.94466	0.93915
0.94796	0.95425	0.93927	0.91975	0.93616	0.94197	0.94135	0.94028
0.94619	0.94820	0.94018	0.92641	0.94131	0.94378	0.94533	0.94339
0.94883	0.93759	0.94334	0.92484	0.93891	0.94355	0.94491	0.93449
0.95033	0.95359	0.94029	0.91397	0.94265	0.94369	0.94512	0.93912
0.94673	0.94978	0.93975	0.91846	0.93952	0.95465	0.94499	0.94032
0.94982	0.95190	0.93891	0.93302	0.93796	0.94415	0.94570	0.94121
0.94575	0.94877	0.94050	0.92660	0.94239	0.94692	0.94590	0.94518
0.95210	0.94905	0.94540	0.94363	0.94051	0.94450	0.94775	0.94007
0.95584	0.95129	0.93599	0.92865	0.94288	0.94511	0.94782	0.94775
0.95176	0.94843	0.94399	0.92410	0.94454	0.94757	0.94701	0.94238
0.95025	0.95190	0.94327	0.93655	0.94354	0.94970	0.94900	0.94517
0.95387	0.95795	0.94624	0.91543	0.94698	0.94621	0.94574	0.94779
0.94872	0.95531	0.94372	0.93254	0.94637	0.95447	0.94905	0.94361
0.95029	0.94792	0.94469	0.92361	0.94568	0.93571	0.94867	0.94707
0.95211	0.95280	0.94487	0.92101	0.94323	0.95397	0.94753	0.93985
0.94923	0.95090	0.93965	0.93047	0.94576	0.95461	0.94711	0.94572
0.95043	0.94096	0.94042	0.91856	0.94414	0.93946	0.94833	0.94579
0.95119	0.95625	0.94277	0.91703	0.94131	0.94240	0.94614	0.94405
0.94949	0.94952	0.93916	0.93213	0.94595	0.94637	0.94701	0.94593
0.95155	0.94545	0.93950	0.92234	0.94369	0.94432	0.94609	0.94410
0.94945	0.95466	0.93704	0.92129	0.94387	0.94341	0.94608	0.94152
0.95121	0.95537	0.93538	0.91593	0.94056	0.94902	0.94411	0.93773
0.94990	0.95120	0.93945	0.90912	0.94181	0.94509	0.94644	0.94059
0.94927	0.95493	0.94466	0.92253	0.94306	0.94680	0.94451	0.93999
0.95097	0.94379	0.93666	0.91935	0.94513	0.94497	0.94780	0.94743
0.95427	0.94797	0.94024	0.91445	0.94662	0.94374	0.94985	0.94252
0.95407	0.95309	0.94292	0.92595	0.94415	0.95586	0.95025	0.95096
0.95519	0.95756	0.94231	0.93629	0.94975	0.94989	0.95270	0.94887
0.95515	0.95493	0.94401	0.93740	0.95005	0.95673	0.95437	0.95130
0.95589	0.95723	0.94612	0.93245	0.95454	0.95699	0.95678	0.95262
0.95799	0.96168	0.95456	0.94114	0.95740	0.95667	0.95283	0.95807
0.96222	0.96018	0.95275	0.93619	0.95229	0.95771	0.95689	0.95697
0.96181	0.96439	0.94820	0.94641	0.95497	0.95645	0.95729	0.95751
0.96079	0.96854	0.95305	0.94053	0.95324	0.96545	0.95578	0.95655
0.96177	0.96171	0.95685	0.94415	0.95714	0.96425	0.95679	0.96161
0.96131	0.97265	0.95146	0.94363	0.95244	0.96849	0.95932	0.95989
0.96099	0.96643	0.95495	0.93994	0.95602	0.96093	0.95759	0.96141
0.96244	0.97157	0.95511	0.95337	0.95558	0.96525	0.95986	0.96094
0.96305	0.97254	0.96001	0.92918	0.95710	0.96470	0.95796	0.96353
0.96067	0.96984	0.95312	0.93380	0.95505	0.96022	0.95854	0.96082
0.96228	0.96389	0.95499	0.94099	0.95500	0.95540	0.95589	0.96046
0.96382	0.96416	0.96221	0.93937	0.95332	0.95152	0.95793	0.96511
0.96185	0.97274	0.96318	0.94567	0.95359	0.95116	0.95932	0.95795
0.96165	0.96603	0.95343	0.94036	0.95741	0.96229	0.95843	0.95752
0.96061	0.96186	0.94975	0.93859	0.95532	0.96597	0.95886	0.96744
0.95994	0.96170	0.95754	0.94059	0.95426	0.95282	0.95667	0.96508
0.96325	0.96717	0.95255	0.94617	0.96044	0.95873	0.96016	0.95944
0.96112	0.97357	0.95677	0.94070	0.95870	0.95360	0.95886	0.96048
0.95899	0.96798	0.95748	0.94892	0.95519	0.95415	0.95733	0.96117
0.95773	0.96468	0.95341	0.93954	0.95511	0.95316	0.95671	0.95323
0.95632	0.95974	0.95403	0.93646	0.94827	0.95482	0.95549	0.95368
0.95913	0.95844	0.95565	0.92686	0.94897	0.94247	0.95357	0.94865
0.95512	0.96008	0.95437	0.94661	0.94584	0.94864	0.95257	0.95115
0.95534	0.96405	0.95647	0.93648	0.94861	0.94110	0.95132	0.95043
0.95395	0.96153	0.96112	0.93630	0.94613	0.94224	0.95436	0.95278
0.95426	0.96399	0.95665	0.92935	0.95018	0.94209	0.95341	0.95513
0.95551	0.95779	0.95504	0.94072	0.94995	0.93480	0.95447	0.95743
0.95380	0.96678	0.94295	0.94857	0.95159	0.94595	0.95223	0.95124
0.95506	0.96167	0.95100	0.93552	0.95014	0.94780	0.95307	0.94902
0.95285	0.96406	0.95129	0.93526	0.95389	0.94860	0.95044	0.95112
0.95373	0.95838	0.94848	0.92836	0.94636	0.93973	0.95325	0.95129
0.95625	0.96373	0.94624	0.93615	0.95049	0.94413	0.95192	0.95466
0.95492	0.96355	0.94479	0.92703	0.95226	0.94474	0.95416	0.95014
0.95752	0.95686	0.94824	0.93754	0.94846	0.94115	0.95269	0.95277
0.95364	0.96195	0.95074	0.95250	0.94835	0.95137	0.95279	0.95492
0.95636	0.96660	0.94532	0.93827	0.94502	0.94071	0.95126	0.94824
0.95401	0.96545	0.94751	0.94832	0.95053	0.94526	0.95323	0.95245
0.95321	0.96734	0.94575	0.94578	0.94917	0.94383	0.95126	0.95356
0.95399	0.95979	0.95463	0.93896	0.94739	0.94308	0.95045	0.95223
0.96018	0.96368	0.94554	0.93409	0.94556	0.94579	0.95358	0.94926
